town,flat_type,street_name,flat_model,resale_price
ANG MO KIO,1 ROOM,ANG MO KIO AVE 1,Improved,9000.0
ANG MO KIO,1 ROOM,ANG MO KIO AVE 1,Improved,6000.0
ANG MO KIO,1 ROOM,ANG MO KIO AVE 1,Improved,8000.0
ANG MO KIO,1 ROOM,ANG MO KIO AVE 1,Improved,6000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 1,New Generation,47200.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,46000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,42000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,38000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,40000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,47000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,43000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 1,New Generation,59000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 1,New Generation,47200.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 1,New Generation,35000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 1,New Generation,52000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,56900.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 1,New Generation,40000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 4,New Generation,40000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 1,New Generation,47200.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 1,New Generation,37000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,60000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,40000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,41000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 4,New Generation,37000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 4,New Generation,34000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,47000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,36000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,45000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,44000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,44000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,50000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,47000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,47200.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,58000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,45000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,44000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,47000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,53000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,47000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,44000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,47000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,47000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,45000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,40000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,47000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,42000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,56000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,36000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,48000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,47200.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,37000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,45000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,37000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,34000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,40000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,41000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,41000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,50000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,45000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,38000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,37500.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,52500.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,35000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,35000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,47200.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,43500.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,37000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,47200.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,New Generation,52000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,37000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,38000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,45000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,47000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,46000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 5,New Generation,47200.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 5,New Generation,46500.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,35000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,43000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 5,New Generation,47200.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 5,New Generation,46500.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 5,New Generation,47000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 5,New Generation,44000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 5,New Generation,47000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 8,New Generation,43000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 8,New Generation,34500.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 5,New Generation,45300.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 4,New Generation,50000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 4,New Generation,42000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 5,New Generation,47200.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 8,New Generation,52500.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 8,New Generation,45500.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 5,New Generation,47000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,35000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,44000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,New Generation,63000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 6,New Generation,45600.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 6,New Generation,47000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 1,New Generation,52000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 1,New Generation,43000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 4,New Generation,38000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 5,New Generation,52500.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 4,New Generation,39000.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 5,New Generation,52500.0
ANG MO KIO,3 ROOM,ANG MO KIO AVE 5,New Generation,52000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 3,New Generation,80000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 3,New Generation,72000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 3,New Generation,72000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 1,New Generation,86000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 4,New Generation,72000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 3,New Generation,64500.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 4,New Generation,72500.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 3,New Generation,90000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 3,New Generation,90000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 3,New Generation,93000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 3,New Generation,64800.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 6,New Generation,68000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 3,New Generation,70000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 10,New Generation,82500.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 10,New Generation,65000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 10,New Generation,75000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 3,New Generation,61000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 3,New Generation,71800.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 3,New Generation,75000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 10,New Generation,60000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 3,New Generation,87000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 3,New Generation,70000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 10,New Generation,70500.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 10,New Generation,79900.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 6,New Generation,70000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 6,New Generation,96500.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 8,New Generation,80000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 6,New Generation,79000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 5,New Generation,63000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 5,New Generation,66000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 5,New Generation,85000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 1,New Generation,68000.0
ANG MO KIO,4 ROOM,ANG MO KIO AVE 1,New Generation,65000.0
ANG MO KIO,5 ROOM,ANG MO KIO AVE 10,Improved,120000.0
ANG MO KIO,5 ROOM,ANG MO KIO AVE 10,Improved,120000.0
ANG MO KIO,5 ROOM,ANG MO KIO AVE 3,Improved,159000.0
ANG MO KIO,5 ROOM,ANG MO KIO AVE 10,Improved,140000.0
ANG MO KIO,5 ROOM,ANG MO KIO AVE 10,Improved,110000.0
ANG MO KIO,5 ROOM,ANG MO KIO AVE 6,Improved,168000.0
ANG MO KIO,5 ROOM,ANG MO KIO AVE 10,Improved,160000.0
ANG MO KIO,5 ROOM,ANG MO KIO AVE 10,Improved,130000.0
ANG MO KIO,5 ROOM,ANG MO KIO AVE 9,Improved,148000.0
ANG MO KIO,5 ROOM,ANG MO KIO AVE 9,Improved,105000.0
ANG MO KIO,5 ROOM,ANG MO KIO AVE 9,Improved,125000.0
ANG MO KIO,5 ROOM,ANG MO KIO AVE 9,Improved,134500.0
ANG MO KIO,5 ROOM,ANG MO KIO AVE 2,Model A,200000.0
ANG MO KIO,5 ROOM,ANG MO KIO AVE 3,Standard,118000.0
BEDOK,2 ROOM,BEDOK RESERVOIR RD,Improved,23000.0
BEDOK,2 ROOM,BEDOK NTH ST 3,Improved,26000.0
BEDOK,3 ROOM,BEDOK STH RD,Improved,28500.0
BEDOK,3 ROOM,NEW UPP CHANGI RD,Improved,35000.0
BEDOK,3 ROOM,NEW UPP CHANGI RD,Improved,30000.0
BEDOK,3 ROOM,NEW UPP CHANGI RD,Improved,35100.0
BEDOK,3 ROOM,NEW UPP CHANGI RD,Improved,33000.0
BEDOK,3 ROOM,NEW UPP CHANGI RD,Improved,25100.0
BEDOK,3 ROOM,NEW UPP CHANGI RD,Improved,35000.0
BEDOK,3 ROOM,BEDOK NTH RD,Improved,25100.0
BEDOK,3 ROOM,BEDOK NTH RD,Improved,34800.0
BEDOK,3 ROOM,BEDOK NTH RD,Improved,35000.0
BEDOK,3 ROOM,BEDOK NTH RD,Improved,35000.0
BEDOK,3 ROOM,BEDOK NTH ST 3,Improved,36400.0
BEDOK,3 ROOM,BEDOK NTH ST 3,Improved,35300.0
BEDOK,3 ROOM,BEDOK NTH ST 3,Improved,37000.0
BEDOK,3 ROOM,BEDOK NTH ST 3,Improved,32000.0
BEDOK,3 ROOM,BEDOK NTH ST 3,Improved,33000.0
BEDOK,3 ROOM,BEDOK NTH ST 3,Improved,35500.0
BEDOK,3 ROOM,BEDOK NTH ST 3,Improved,30000.0
BEDOK,3 ROOM,BEDOK STH AVE 1,Improved,35340.0
BEDOK,3 ROOM,CHAI CHEE RD,Improved,26000.0
BEDOK,3 ROOM,CHAI CHEE RD,Improved,33000.0
BEDOK,3 ROOM,CHAI CHEE RD,Improved,35000.0
BEDOK,3 ROOM,CHAI CHEE RD,Improved,25100.0
BEDOK,3 ROOM,CHAI CHEE RD,Model A,64300.0
BEDOK,3 ROOM,CHAI CHEE DR,Model A,60000.0
BEDOK,3 ROOM,CHAI CHEE DR,Model A,59000.0
BEDOK,3 ROOM,BEDOK STH AVE 1,New Generation,34900.0
BEDOK,3 ROOM,BEDOK NTH AVE 4,New Generation,47000.0
BEDOK,3 ROOM,BEDOK NTH AVE 4,New Generation,47000.0
BEDOK,3 ROOM,BEDOK NTH RD,New Generation,56700.0
BEDOK,3 ROOM,BEDOK NTH RD,New Generation,47200.0
BEDOK,3 ROOM,BEDOK STH AVE 3,New Generation,34000.0
BEDOK,3 ROOM,BEDOK STH AVE 2,New Generation,47200.0
BEDOK,3 ROOM,BEDOK STH AVE 3,New Generation,45000.0
BEDOK,3 ROOM,BEDOK NTH RD,New Generation,36700.0
BEDOK,3 ROOM,BEDOK NTH RD,New Generation,57000.0
BEDOK,3 ROOM,BEDOK NTH RD,New Generation,49800.0
BEDOK,3 ROOM,BEDOK NTH RD,New Generation,30000.0
BEDOK,3 ROOM,BEDOK NTH RD,New Generation,47000.0
BEDOK,3 ROOM,BEDOK NTH RD,New Generation,47200.0
BEDOK,3 ROOM,BEDOK NTH RD,New Generation,43000.0
BEDOK,3 ROOM,BEDOK NTH RD,New Generation,39700.0
BEDOK,3 ROOM,BEDOK NTH RD,New Generation,42000.0
BEDOK,3 ROOM,BEDOK NTH RD,New Generation,41000.0
BEDOK,3 ROOM,BEDOK NTH RD,New Generation,47200.0
BEDOK,3 ROOM,BEDOK NTH RD,New Generation,46000.0
BEDOK,3 ROOM,BEDOK NTH RD,New Generation,47000.0
BEDOK,3 ROOM,BEDOK NTH ST 2,New Generation,45000.0
BEDOK,3 ROOM,BEDOK NTH ST 2,New Generation,43500.0
BEDOK,3 ROOM,BEDOK NTH ST 2,New Generation,33600.0
BEDOK,3 ROOM,BEDOK NTH ST 2,New Generation,37000.0
BEDOK,3 ROOM,BEDOK NTH ST 4,New Generation,47200.0
BEDOK,3 ROOM,BEDOK NTH ST 4,New Generation,47000.0
BEDOK,3 ROOM,BEDOK NTH AVE 4,New Generation,52000.0
BEDOK,3 ROOM,BEDOK NTH AVE 4,New Generation,41000.0
BEDOK,3 ROOM,BEDOK NTH AVE 2,New Generation,44000.0
BEDOK,3 ROOM,BEDOK NTH AVE 3,New Generation,43000.0
BEDOK,3 ROOM,BEDOK NTH AVE 3,New Generation,47000.0
BEDOK,3 ROOM,BEDOK NTH AVE 3,New Generation,45000.0
BEDOK,3 ROOM,BEDOK NTH RD,New Generation,42000.0
BEDOK,3 ROOM,BEDOK NTH AVE 2,New Generation,45000.0
BEDOK,3 ROOM,BEDOK NTH AVE 2,New Generation,43500.0
BEDOK,3 ROOM,BEDOK NTH AVE 1,New Generation,55000.0
BEDOK,3 ROOM,BEDOK NTH ST 1,New Generation,47200.0
BEDOK,3 ROOM,BEDOK NTH AVE 3,New Generation,47000.0
BEDOK,3 ROOM,BEDOK NTH ST 3,New Generation,47000.0
BEDOK,3 ROOM,BEDOK NTH ST 3,New Generation,37500.0
BEDOK,3 ROOM,BEDOK NTH ST 3,New Generation,35000.0
BEDOK,3 ROOM,BEDOK NTH ST 1,New Generation,47000.0
BEDOK,3 ROOM,BEDOK NTH ST 1,New Generation,53000.0
BEDOK,3 ROOM,BEDOK NTH ST 1,New Generation,47000.0
BEDOK,3 ROOM,BEDOK NTH ST 3,New Generation,47200.0
BEDOK,3 ROOM,BEDOK NTH ST 3,New Generation,47000.0
BEDOK,3 ROOM,BEDOK NTH ST 3,New Generation,39000.0
BEDOK,3 ROOM,BEDOK NTH ST 3,New Generation,47000.0
BEDOK,3 ROOM,BEDOK NTH ST 3,New Generation,57200.0
BEDOK,3 ROOM,CHAI CHEE ST,New Generation,47500.0
BEDOK,3 ROOM,CHAI CHEE ST,New Generation,47300.0
BEDOK,3 ROOM,CHAI CHEE ST,New Generation,39000.0
BEDOK,3 ROOM,BEDOK NTH ST 3,New Generation,37000.0
BEDOK,3 ROOM,BEDOK RESERVOIR RD,New Generation,40000.0
BEDOK,3 ROOM,BEDOK RESERVOIR RD,New Generation,38000.0
BEDOK,3 ROOM,BEDOK RESERVOIR RD,New Generation,52500.0
BEDOK,3 ROOM,CHAI CHEE ST,New Generation,50000.0
BEDOK,3 ROOM,CHAI CHEE ST,New Generation,43000.0
BEDOK,3 ROOM,BEDOK RESERVOIR RD,New Generation,50000.0
BEDOK,3 ROOM,BEDOK RESERVOIR RD,New Generation,50000.0
BEDOK,3 ROOM,BEDOK RESERVOIR RD,New Generation,52500.0
BEDOK,4 ROOM,BEDOK STH RD,Improved,60000.0
BEDOK,4 ROOM,BEDOK STH AVE 2,Improved,68000.0
BEDOK,4 ROOM,BEDOK STH AVE 2,Improved,50000.0
BEDOK,4 ROOM,BEDOK STH AVE 2,Improved,57700.0
BEDOK,4 ROOM,BEDOK STH AVE 2,Improved,56000.0
BEDOK,4 ROOM,BEDOK STH AVE 2,Improved,57000.0
BEDOK,4 ROOM,BEDOK STH AVE 2,Improved,68000.0
BEDOK,4 ROOM,BEDOK STH RD,Improved,56000.0
BEDOK,4 ROOM,BEDOK STH RD,Improved,60000.0
BEDOK,4 ROOM,NEW UPP CHANGI RD,Improved,64500.0
BEDOK,4 ROOM,NEW UPP CHANGI RD,Improved,58000.0
BEDOK,4 ROOM,BEDOK STH AVE 2,Improved,65000.0
BEDOK,4 ROOM,BEDOK STH AVE 2,Improved,72000.0
BEDOK,4 ROOM,BEDOK RESERVOIR RD,Model A,78000.0
BEDOK,4 ROOM,BEDOK RESERVOIR RD,Model A,104000.0
BEDOK,4 ROOM,BEDOK RESERVOIR RD,Model A,97500.0
BEDOK,4 ROOM,BEDOK STH AVE 3,Model A,100000.0
BEDOK,4 ROOM,BEDOK STH AVE 1,New Generation,71000.0
BEDOK,4 ROOM,BEDOK STH RD,New Generation,70500.0
BEDOK,4 ROOM,BEDOK NTH RD,New Generation,67000.0
BEDOK,4 ROOM,BEDOK NTH RD,New Generation,85000.0
BEDOK,4 ROOM,BEDOK NTH RD,New Generation,69000.0
BEDOK,4 ROOM,BEDOK NTH RD,New Generation,80000.0
BEDOK,4 ROOM,BEDOK NTH RD,New Generation,75000.0
BEDOK,4 ROOM,BEDOK NTH ST 2,New Generation,72000.0
BEDOK,4 ROOM,BEDOK NTH ST 2,New Generation,70000.0
BEDOK,4 ROOM,BEDOK NTH ST 2,New Generation,68500.0
BEDOK,4 ROOM,BEDOK NTH ST 2,New Generation,70000.0
BEDOK,4 ROOM,BEDOK NTH ST 2,New Generation,93500.0
BEDOK,4 ROOM,BEDOK NTH ST 2,New Generation,89000.0
BEDOK,4 ROOM,BEDOK NTH AVE 3,New Generation,72000.0
BEDOK,4 ROOM,BEDOK NTH AVE 3,New Generation,72000.0
BEDOK,4 ROOM,BEDOK NTH RD,New Generation,70000.0
BEDOK,4 ROOM,BEDOK NTH RD,New Generation,72000.0
BEDOK,4 ROOM,BEDOK NTH RD,New Generation,72000.0
BEDOK,4 ROOM,BEDOK NTH RD,New Generation,65000.0
BEDOK,4 ROOM,BEDOK NTH ST 4,New Generation,62000.0
BEDOK,4 ROOM,NEW UPP CHANGI RD,New Generation,70000.0
BEDOK,4 ROOM,BEDOK NTH RD,New Generation,72000.0
BEDOK,4 ROOM,BEDOK NTH RD,New Generation,78000.0
BEDOK,4 ROOM,BEDOK NTH RD,New Generation,68000.0
BEDOK,4 ROOM,BEDOK NTH AVE 1,New Generation,74000.0
BEDOK,4 ROOM,BEDOK NTH AVE 3,New Generation,70000.0
BEDOK,4 ROOM,BEDOK NTH AVE 3,New Generation,72000.0
BEDOK,4 ROOM,BEDOK NTH AVE 3,New Generation,83000.0
BEDOK,4 ROOM,BEDOK NTH AVE 3,New Generation,52000.0
BEDOK,4 ROOM,BEDOK NTH AVE 2,New Generation,72000.0
BEDOK,4 ROOM,BEDOK NTH AVE 4,New Generation,74500.0
BEDOK,4 ROOM,BEDOK NTH AVE 4,New Generation,72000.0
BEDOK,4 ROOM,BEDOK NTH AVE 4,New Generation,78000.0
BEDOK,4 ROOM,BEDOK NTH ST 3,New Generation,63000.0
BEDOK,4 ROOM,CHAI CHEE ST,New Generation,70000.0
BEDOK,4 ROOM,CHAI CHEE ST,New Generation,60000.0
BEDOK,4 ROOM,BEDOK NTH AVE 3,New Generation,80000.0
BEDOK,4 ROOM,BEDOK NTH AVE 3,New Generation,84000.0
BEDOK,4 ROOM,BEDOK NTH ST 3,New Generation,72000.0
BEDOK,4 ROOM,BEDOK NTH ST 3,New Generation,70600.0
BEDOK,4 ROOM,BEDOK NTH ST 3,New Generation,70500.0
BEDOK,4 ROOM,BEDOK RESERVOIR RD,New Generation,78000.0
BEDOK,4 ROOM,BEDOK NTH RD,New Generation,52000.0
BEDOK,4 ROOM,BEDOK NTH RD,New Generation,72000.0
BEDOK,4 ROOM,BEDOK NTH RD,New Generation,80000.0
BEDOK,4 ROOM,BEDOK RESERVOIR RD,New Generation,65000.0
BEDOK,4 ROOM,BEDOK RESERVOIR RD,New Generation,78540.0
BEDOK,4 ROOM,BEDOK RESERVOIR RD,New Generation,79000.0
BEDOK,4 ROOM,BEDOK RESERVOIR RD,New Generation,80000.0
BEDOK,4 ROOM,CHAI CHEE RD,New Generation,83000.0
BEDOK,4 ROOM,CHAI CHEE DR,New Generation,78500.0
BEDOK,4 ROOM,BEDOK STH RD,Simplified,72000.0
BEDOK,5 ROOM,BEDOK NTH AVE 3,Improved,120000.0
BEDOK,5 ROOM,BEDOK NTH AVE 2,Improved,110000.0
BEDOK,5 ROOM,BEDOK RESERVOIR RD,Improved,145000.0
BEDOK,5 ROOM,BEDOK RESERVOIR RD,Improved,122000.0
BEDOK,5 ROOM,BEDOK RESERVOIR RD,Improved,122000.0
BEDOK,5 ROOM,BEDOK RESERVOIR RD,Improved,134000.0
BEDOK,5 ROOM,BEDOK RESERVOIR RD,Improved,122000.0
BEDOK,5 ROOM,BEDOK RESERVOIR RD,Improved,131000.0
BEDOK,5 ROOM,BEDOK RESERVOIR RD,Improved,121800.0
BEDOK,5 ROOM,BEDOK RESERVOIR RD,Improved,121800.0
BEDOK,5 ROOM,BEDOK RESERVOIR RD,Improved,122000.0
BEDOK,5 ROOM,CHAI CHEE RD,Model A,142000.0
BEDOK,5 ROOM,BEDOK RESERVOIR RD,Model A-Maisonette,170000.0
BEDOK,5 ROOM,NEW UPP CHANGI RD,Standard,112000.0
BEDOK,5 ROOM,BEDOK STH AVE 3,Standard,96600.0
BEDOK,5 ROOM,BEDOK STH AVE 2,Standard,129000.0
BEDOK,5 ROOM,BEDOK NTH RD,Standard,96000.0
BEDOK,5 ROOM,BEDOK NTH ST 2,Standard,97000.0
BEDOK,5 ROOM,BEDOK NTH ST 2,Standard,107000.0
BEDOK,5 ROOM,BEDOK NTH AVE 4,Standard,109000.0
BEDOK,5 ROOM,BEDOK NTH AVE 4,Standard,96300.0
BEDOK,5 ROOM,BEDOK NTH AVE 3,Standard,80000.0
BEDOK,5 ROOM,BEDOK NTH AVE 3,Standard,115500.0
BEDOK,EXECUTIVE,BEDOK RESERVOIR RD,Apartment,200000.0
BEDOK,EXECUTIVE,BEDOK RESERVOIR RD,Maisonette,195000.0
BISHAN,3 ROOM,SIN MING RD,Improved,40000.0
BISHAN,3 ROOM,SIN MING RD,Improved,39000.0
BISHAN,3 ROOM,SIN MING RD,Improved,40000.0
BISHAN,3 ROOM,SHUNFU RD,New Generation,52900.0
BISHAN,3 ROOM,SHUNFU RD,New Generation,59800.0
BISHAN,3 ROOM,SHUNFU RD,New Generation,58000.0
BISHAN,4 ROOM,SHUNFU RD,New Generation,97500.0
BISHAN,5 ROOM,SHUNFU RD,Improved,145000.0
BUKIT BATOK,3 ROOM,BT BATOK ST 11,Model A,57000.0
BUKIT BATOK,3 ROOM,BT BATOK ST 11,Model A,57000.0
BUKIT BATOK,3 ROOM,BT BATOK ST 11,Model A,56500.0
BUKIT BATOK,3 ROOM,BT BATOK WEST AVE 8,Model A,57000.0
BUKIT BATOK,3 ROOM,BT BATOK WEST AVE 6,Model A,57000.0
BUKIT BATOK,3 ROOM,BT BATOK WEST AVE 6,Model A,52000.0
BUKIT BATOK,3 ROOM,BT BATOK ST 21,Model A,57000.0
BUKIT BATOK,3 ROOM,BT BATOK EAST AVE 5,Model A,57000.0
BUKIT BATOK,3 ROOM,BT BATOK EAST AVE 4,Model A,55000.0
BUKIT BATOK,3 ROOM,HILLVIEW AVE,New Generation,50500.0
BUKIT BATOK,3 ROOM,HILLVIEW AVE,New Generation,42200.0
BUKIT BATOK,3 ROOM,HILLVIEW AVE,New Generation,40500.0
BUKIT BATOK,3 ROOM,HILLVIEW AVE,New Generation,46900.0
BUKIT BATOK,3 ROOM,BT BATOK WEST AVE 6,New Generation,46700.0
BUKIT BATOK,3 ROOM,BT BATOK WEST AVE 6,New Generation,47000.0
BUKIT BATOK,3 ROOM,BT BATOK WEST AVE 6,New Generation,38000.0
BUKIT BATOK,3 ROOM,BT BATOK ST 11,New Generation,46700.0
BUKIT BATOK,3 ROOM,BT BATOK ST 11,New Generation,43200.0
BUKIT BATOK,3 ROOM,BT BATOK WEST AVE 8,New Generation,56400.0
BUKIT BATOK,3 ROOM,BT BATOK WEST AVE 8,New Generation,46700.0
BUKIT BATOK,3 ROOM,BT BATOK CTRL,New Generation,45000.0
BUKIT BATOK,3 ROOM,BT BATOK CTRL,New Generation,46900.0
BUKIT BATOK,3 ROOM,BT BATOK ST 21,New Generation,46000.0
BUKIT BATOK,3 ROOM,BT BATOK EAST AVE 5,New Generation,46700.0
BUKIT BATOK,4 ROOM,BT BATOK WEST AVE 6,Model A,80000.0
BUKIT BATOK,4 ROOM,BT BATOK WEST AVE 6,Model A,88000.0
BUKIT BATOK,4 ROOM,BT BATOK WEST AVE 6,Model A,88400.0
BUKIT BATOK,4 ROOM,BT BATOK ST 11,Model A,90000.0
BUKIT BATOK,4 ROOM,BT BATOK WEST AVE 8,Model A,75000.0
